editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient
Codex Sinaiticus,0.006379227440294919,0.008706343716322245,0.3546775014375742,2.9876259256466217e-07,0.9739607126541799
AliReza,0.00012822567719185767,0.0001853321195431867,0.2755884445185332,0.0,1.0
Gruß Tom,3.205641929796442e-05,7.131206110004046e-05,0.280632620724902,0.0,0.0
OT38,0.0016669338034941497,0.0025403446393293338,0.34072428593317516,3.3837215074672036e-06,0.6568627450980392
TiboF,0.0004167334508735374,0.0009338775490966793,0.3325395183180435,1.6980219004873775e-07,0.9487179487179487
Jeanambr,0.00012822567719185767,0.00027465685032218687,0.30736808888372186,0.0,1.0
PeterLemenkov,9.616925789389326e-05,7.07579610984199e-05,0.27777125467753094,5.39580029532492e-05,0.0
2001:7D0:81FD:BC80:ADCC:412:9E5B:39F0,3.205641929796442e-05,9.943234967577856e-25,3.205641929796442e-05,0.0,0.0
2001:7D0:81FD:BC80:4CA7:259C:E026:69A2,3.205641929796442e-05,9.943234967577856e-25,3.205641929796442e-05,0.0,0.0
DonLandry2,3.205641929796442e-05,1.1059715313812847e-05,0.25525585282419255,0.0,0.0
92.213.9.132,3.205641929796442e-05,1.1059715313812847e-05,0.25525585282419255,0.0,0.0
Ordensherre,0.0018913287385799006,0.0007996646956818437,0.29671410379859275,3.661857569284021e-07,0.9064874342489772
2001:7D0:81FD:BC80:E4EB:FE3B:C17F:7F2,0.00019233851578778652,6.075597729621035e-06,0.23722218687780033,0.0,1.0
2001:7D0:81FD:BC80:755A:F214:DC70:5247,0.00019233851578778652,6.075597729621035e-06,0.23722218687780033,0.0,1.0
2001:7D0:81FD:BC80:C019:EC40:9B2E:A40C,0.00019233851578778652,6.075597729621035e-06,0.23722218687780033,0.0,1.0
2001:7D0:81FD:BC80:5C8A:6D25:FECC:B115,0.00019233851578778652,6.075597729621035e-06,0.23722218687780033,0.0,1.0
2001:7D0:81FD:BC80:2574:9E5F:BF13:4F38,0.00019233851578778652,6.075597729621035e-06,0.23722218687780033,0.0,1.0
2001:7D0:81FD:BC80:30F4:7E9A:DAB4:6CA1,0.00019233851578778652,6.075597729621035e-06,0.23722218687780033,0.0,1.0
User№101,0.0002885077736816798,0.00039688056559437625,0.30657479286012757,3.7285843816966407e-06,0.5
Janak Bhatta,0.0018913287385799006,0.0016693391442118707,0.3103820518529819,4.06476559855828e-08,0.9696084161309176
Epicgenius,6.411283859592884e-05,6.640773398448549e-07,0.2217887067172351,7.77586200405839e-09,0.0
37.47.205.177,0.0,1.94203807960505e-27,0.0,0.0,0.0
76.14.196.216,6.411283859592884e-05,0.00013725189724477378,0.2967340289972845,0.0,1.0
Deskana,0.0002885077736816798,0.0005221375141028458,0.28963105275160667,2.807391696997358e-09,0.8611111111111112
Swotty22,3.205641929796442e-05,2.263334283266649e-07,0.2125417321338978,0.0,0.0
MALLUS,0.006988299406956243,0.002610847967326278,0.3088115954581146,0.0,1.0
Asybaris01,3.205641929796442e-05,2.849780191905992e-07,0.2147710319333814,0.0,0.0
Yufereff,3.205641929796442e-05,1.6365354359501706e-05,0.2605784497458462,0.0,0.0
FastLizard4,0.0020195544157717584,0.003135894046609547,0.31207431949165654,8.209933265868303e-07,0.7465437788018433
D.W.,0.00048084628946946624,0.0007007544247080907,0.29336137980230254,1.1526443649771177e-08,0.9333333333333333
Kimse,0.008815515306940214,0.008500823918166004,0.3526282913901654,8.714476942792202e-07,0.9935235567352355
5.158.132.72,0.0011540310947267191,0.0016656149177606487,0.3026813929508016,1.0366508987760185e-06,0.8253968253968254
Josse.Cottenier,0.0002885077736816798,0.0004426649107918004,0.29270843784595874,1.889573104281441e-07,0.8333333333333334
Петър Петров,0.0006731848052572528,0.001325251173691433,0.3121492737644929,1.225206519105115e-06,0.780952380952381
Dima41,0.00022439493508575093,0.000337732934290751,0.2919194767397874,0.0,1.0
Saeng Petchchai,0.007020355826254207,0.002671575551684868,0.3222238919166773,1.9242186613058166e-05,0.992417577814084
Pacopac,0.00038467703157557304,0.0004498430944421411,0.3157086907640652,1.3492472012353595e-06,0.7878787878787878
Arystanbek,0.015547363359512742,0.02969642324435438,0.3880961477814613,9.538278123795217e-06,0.988744994461958
Batyrbek.kz,0.00022439493508575093,0.0002694122689821509,0.28687448837969787,0.0,1.0
Diamant,0.0,1.94203807960505e-27,0.0,0.0,0.0
Semiyalkov,3.205641929796442e-05,9.943234967577856e-25,3.205641929796442e-05,0.0,0.0
151.40.186.86,0.001987497996473794,0.00382718527645216,0.332554534326517,9.008661293940675e-08,0.9576943416181914
93.201.174.50,9.616925789389326e-05,8.554944142192223e-05,0.2800812027413774,0.0,1.0
91.55.163.191,9.616925789389326e-05,8.554944142192223e-05,0.2800812027413774,0.0,1.0
80.187.113.170,6.411283859592884e-05,4.906047893798954e-06,0.24364985936160313,0.0,1.0
Ｔｏｍ,0.0010578618368328257,0.0014039120481312097,0.31123903809219733,2.209240906901121e-05,0.7310606060606061
Icarus,0.0020195544157717584,0.002411135779311772,0.32227089279068233,1.176815368845623e-06,0.9370199692780338
JLM,0.00016028209648982208,0.0002293016090016991,0.3067535660819272,1.3927099879939825e-07,0.4
Forcefield21,0.0,1.94203807960505e-27,0.0,0.0,0.0
Dinosaur918,0.0005129027087674307,0.001017865238135399,0.34037259627876343,1.2932076594856515e-06,0.8
Spinningspark,0.0010258054175348614,0.0017154179574418722,0.3005444696455159,6.622675897110327e-08,0.9516129032258065
Venske,0.0,1.94203807960505e-27,0.0,0.0,0.0
Goudsbloem,0.00032056419297964416,0.0006287242404894952,0.3088331786000952,1.2378345217812796e-09,0.9555555555555556
Jean-Louis Swiners,6.411283859592884e-05,5.8812892485120243e-05,0.2767864600058982,0.0,1.0
86.217.33.111,6.411283859592884e-05,5.8812892485120243e-05,0.2767864600058982,0.0,1.0
TuMi1983,3.205641929796442e-05,5.871587123151961e-05,0.27678299254673794,0.0,0.0
YarikUkraine,0.0027247956403269754,0.0031653280030848395,0.3550993361682253,1.8018453349339317e-05,0.7070028011204482
Tiberioclaudio99,0.0006090719666613239,0.0006390105281370949,0.29885734223908145,1.276815014675507e-06,0.5321637426900585
Anonymous_username_126,0.0,1.94203807960505e-27,0.0,0.0,0.0
Fjrc282a,0.0,1.94203807960505e-27,0.0,0.0,0.0
Furawi,0.00038467703157557304,0.00034141236076690905,0.29016358164310324,0.0,1.0
Andreuvv,0.0,1.94203807960505e-27,0.0,0.0,0.0
Herrinsa,0.00038467703157557304,0.000139599553351266,0.2815265943379861,0.0,1.0
2600:1700:EA00:51A0:F00E:4E43:7651:CDCD,3.205641929796442e-05,2.5310582661334904e-05,0.2631733085221414,0.0,0.0
KWiki,0.00740503285782978,0.002889720764183769,0.3131047785988721,8.604350414557467e-06,0.8983625070581592
39.149.32.224,0.0,1.94203807960505e-27,0.0,0.0,0.0
برنامه درسی,6.411283859592884e-05,8.97740863113072e-05,0.27205917494213533,0.0,1.0
Flondin,0.0,1.94203807960505e-27,0.0,0.0,0.0
Stern88888,6.411283859592884e-05,9.101155000484034e-05,0.2784433835389778,0.0,1.0
Zafer,0.0006411283859592883,0.00044057178444806977,0.2998958301261105,0.000161898090646304,0.6842105263157895
ChriKo,0.00019233851578778652,0.00022403551186172123,0.29889777316825145,8.486419558566782e-07,0.8666666666666667
Jmv,3.205641929796442e-05,2.2230256015971615e-05,0.2688152524279208,0.0,0.0
AMatiushkin,3.205641929796442e-05,2.2230256015971615e-05,0.2688152524279208,0.0,0.0
Joliet Jake,6.411283859592884e-05,8.889206594805975e-05,0.27845391136241493,0.0,1.0
Podroužek,6.411283859592884e-05,9.958682585014439e-05,0.28899459257630133,6.340635896508125e-08,0.0
WikiLucas00,3.205641929796442e-05,2.5416251900592957e-06,0.2388403394092299,0.0,0.0
Nicor,3.205641929796442e-05,4.895247422052123e-05,0.26555518211818424,0.0,0.0
Tabsnic,6.411283859592884e-05,1.782076222603664e-05,0.2644110819546765,0.0,1.0
Ich,9.616925789389326e-05,0.0002081541772448512,0.28783498478420527,0.0,1.0
Robometheus,3.205641929796442e-05,5.834394044461912e-07,0.22992232105409144,0.0,0.0
דוד55,9.616925789389326e-05,0.00016025925719457456,0.2867404557578105,1.2916945942274106e-09,0.6666666666666666
Konrad Foerstner,0.0005770155473633596,0.0006953374459419004,0.30297609255037244,4.678139735082802e-07,0.6993464052287581
Sseingalt,3.205641929796442e-05,1.696817856225215e-06,0.24289181852917494,0.0,0.0
Perghhh,3.205641929796442e-05,9.943234967577856e-25,3.205641929796442e-05,0.0,0.0
Hatto,3.205641929796442e-05,9.943234967577856e-25,3.205641929796442e-05,0.0,0.0
Zibibbo Antonio,3.205641929796442e-05,4.1461589106429926e-05,0.2753857781731146,0.0,0.0
Manuelarosi,0.000993748998236897,0.0009581457034557102,0.32354511981857176,2.825079957075371e-06,0.7333333333333333
Massimo Telò,0.0,1.94203807960505e-27,0.0,0.0,0.0
Dancrpu,6.411283859592884e-05,6.546962257789749e-05,0.29786617409133676,5.3955576034504195e-05,0.0
Azazello&#38;margherita,6.411283859592884e-05,0.0001194889629431919,0.2828674202958866,2.452547477442738e-09,0.0
Raimund Liebert (WMAT),0.00025645135438371534,0.00014848639344657952,0.28743056964693314,1.8017801485201883e-05,0.42857142857142855
Marta Arosio (WMIT),0.0006090719666613239,0.0002806936672421491,0.2909239123176395,5.397597318083074e-05,0.8011695906432749
Grifomaniacs,3.205641929796442e-05,4.1461589106429926e-05,0.2753857781731146,0.0,0.0
Amoktäter*innen,3.205641929796442e-05,4.1461589106429926e-05,0.2753857781731146,0.0,0.0
B20180,0.003590318961372015,0.0038930578435881396,0.3303566978730365,5.592449803276093e-06,0.5484234234234234
Sreejithk2000,0.00019233851578778652,0.00040525470928339213,0.29040767619252106,0.0,1.0
Bjenks,0.00032056419297964416,0.00031360006995426854,0.2939898551874975,0.0,1.0
Balise42,0.00016028209648982208,0.00020453982655363237,0.2899008764636909,0.0,1.0
2001:7D0:81F7:B580:45A:ED62:94E3:AFB,9.616925789389326e-05,3.43912885768405e-05,0.2674550357961797,0.0,1.0
2001:7D0:81F7:B580:B1C0:EBF1:5052:1FA0,9.616925789389326e-05,3.43912885768405e-05,0.2674550357961797,0.0,1.0
Einebillion,0.0007372976438531816,0.0006264470882915934,0.2920661175862997,4.6226925244742113e-07,0.6719367588932806
Doff,0.00016028209648982208,0.000283794857838326,0.29127293049781566,0.0,1.0
Qaswa,0.00019233851578778652,0.0003849626986243675,0.31918874293258803,3.728476915755591e-09,0.9333333333333333
Frökennostalgi,0.0009296361596409682,0.001468776868939151,0.2975532725994022,0.0,1.0
Лукас Фокс,0.00022439493508575093,0.00036795051566849393,0.30191619996243196,4.792428496338125e-07,0.6666666666666666
Anonymous_username_127,6.411283859592884e-05,0.00012183140432806032,0.2817779285165072,0.0,1.0
Lvova,3.205641929796442e-05,5.1747598668398707e-05,0.2788440012753466,0.0,0.0
Mburbo,3.205641929796442e-05,5.1747598668398707e-05,0.2788440012753466,0.0,0.0
BattlePeasant,0.00907196666132393,0.008939149844820336,0.3553392025515996,2.4190881078211197e-06,0.9537879357441796
Jonas.keutel,0.0007372976438531816,0.0012922395932560842,0.3147955488644413,6.328584991655783e-08,0.8972332015810277
85.212.22.136,0.00032056419297964416,0.0005099020625162946,0.31393673497095376,2.226578581801358e-06,0.7777777777777778
Дос Сантуш,0.00012822567719185767,0.00022721784775004225,0.28992370150710983,7.457588671194222e-09,0.6666666666666666
Eagleash,0.003750601057861837,0.004688570364526261,0.3384537997985694,5.367968804013966e-06,0.830238726790451
KAV777,3.205641929796442e-05,5.1747598668398707e-05,0.2788440012753466,0.0,0.0
Sumurai8,0.0024683442859432603,0.003084181175745665,0.3487321536903293,7.105688304357151e-06,0.8848257006151743
Alex NB IT,9.616925789389326e-05,0.00010136336545474222,0.28029795360555687,2.1131967292638595e-07,0.3333333333333333
Daryona,0.00032056419297964416,0.000720115833746285,0.31210958760613666,9.629432091797758e-10,0.9555555555555556
DeSl,0.0006411283859592883,0.0009461292982765165,0.32559537847312453,3.5140548537966333e-07,0.8368421052631579
2015.ww,3.205641929796442e-05,6.546944412778576e-05,0.297858142755754,0.0,0.0
2A01:CB14:1E0:9900:9930:B901:4A5:2467,3.205641929796442e-05,5.1747598668398707e-05,0.2788440012753466,0.0,0.0
Penkroff,6.411283859592884e-05,5.183318649576745e-05,0.2788475205665671,0.0,1.0
Anonymous_username_128,6.411283859592884e-05,5.183318649576745e-05,0.2788475205665671,0.0,1.0
Alina data,0.0007372976438531816,0.0011249918720567483,0.32481991204003013,1.0432693178947902e-06,0.7351778656126482
2.28.38.22,6.411283859592884e-05,6.430949452648932e-05,0.279440025258342,0.0,1.0
92.227.230.108,9.616925789389326e-05,0.00013031735358236214,0.28291450811907204,0.0,1.0
85.180.59.131,0.00032056419297964416,0.0005316843694209732,0.3001851278793876,8.373356012155557e-07,0.7111111111111111
Luitzen,0.005770155473633595,0.0076058329349430335,0.3661754080754895,6.85684596667705e-05,0.6492861576660459
KengurúZsebe,3.205641929796442e-05,5.1747598668398707e-05,0.2788440012753466,0.0,0.0
Thomas Ledl,3.205641929796442e-05,5.357498935716036e-05,0.27836269666566893,0.0,0.0
2A01:6500:A051:379A:2008:67A5:30CE:7E4F,3.205641929796442e-05,5.1747598668398707e-05,0.2788440012753466,0.0,0.0
Adithyak1997,0.018240102580541755,0.030988019780100514,0.38751755002369265,0.00039434497478783506,0.7613245377360826
David L Martin,6.411283859592884e-05,0.00011292695934165856,0.2814046794422683,0.0,1.0
Sakida0,0.00012822567719185767,0.00014243250741872304,0.2833789805434524,1.137597772830352e-09,0.6666666666666666
Callanecc,0.01349575252444302,0.022566254115535762,0.37370057841498616,2.0514576956833245e-05,0.8667119104173736
Jordi,6.411283859592884e-05,7.240429412215646e-05,0.2818138700372557,5.983234534580394e-08,0.0
Smiga big,0.003942939573649623,0.004570895855690718,0.3435481581230398,8.043738876376672e-06,0.9365587098493936
Junip,0.0009296361596409682,0.001468776868939151,0.2975532725994022,0.0,1.0
PieterJanR,0.00746914569642571,0.009739394732046188,0.3742449623458705,1.2568598065938184e-05,0.8193725025899068
JECE,0.0,1.94203807960505e-27,0.0,0.0,0.0
Mishuletz,0.00044878987017150186,0.0004829147013155803,0.30557834633966985,7.026854959818897e-07,0.4835164835164835
ValydinDD,0.0,1.94203807960505e-27,0.0,0.0,0.0
Archpdx,0.0012502003526206123,0.002417031765257257,0.34892491467231224,4.509750068548043e-06,0.8421052631578947
2A02:2F0F:B215:0:F52D:9AE8:B0A2:D804,0.0,1.94203807960505e-27,0.0,0.0,0.0
80.187.111.147,3.205641929796442e-05,4.895247422052123e-05,0.26555518211818424,0.0,0.0
Zorion,0.0008334669017470748,0.0012813594980015791,0.34313198833730624,5.559565589959394e-06,0.7138461538461538
Krd,0.02336912966821606,0.03946759001003871,0.4004263737322533,0.00011278480338155113,0.6955373159076863
Brakehorsepower,3.205641929796442e-05,6.504961740067249e-05,0.271330814916869,0.0,0.0
Zayani1951,0.0,1.94203807960505e-27,0.0,0.0,0.0
John Maynard Friedman,0.00012822567719185767,0.00026694702117778475,0.2998022334900714,2.6298217926385774e-08,0.6666666666666666
Zerabat,0.02590158679275525,0.04063370074984714,0.38918311779198184,0.0010317970588749096,0.5942066325591667
ToJack,0.006956242987658279,0.009150870411794377,0.3675643513791747,5.5042915072184685e-05,0.9822922000341355
97.123.55.117,3.205641929796442e-05,1.201267530095883e-07,0.20370950595669116,0.0,0.0
Kolurpen,0.00012822567719185767,0.00019045251650243536,0.2909928825046863,0.0,1.0
Ndiver,0.00016028209648982208,0.0003814759464943896,0.3036172765470298,2.1014626577218778e-09,0.9
Septuater,0.0,1.94203807960505e-27,0.0,0.0,0.0
Jonkerz,0.00048084628946946624,0.0009105222193314035,0.30433242784995196,1.1112635919422628e-06,0.8
Dragu71,0.00032056419297964416,0.000152054073646789,0.2897792035707834,0.0,1.0
Lubunya,3.205641929796442e-05,5.0657100746977614e-05,0.2752897017961151,0.0,0.0
Rjh,0.00016028209648982208,0.0001191934374414798,0.2811218138875561,6.045234100423912e-08,0.8
TheDarkGosht,0.0,1.94203807960505e-27,0.0,0.0,0.0
Cobrax88,3.205641929796442e-05,6.546944412778576e-05,0.297858142755754,0.0,0.0
Kissa21782,0.0007693540631511461,0.001282538669762243,0.3338661387368655,0.00010962586629197428,0.6485507246376812
F.ponizil,9.616925789389326e-05,6.093422499605386e-05,0.2718248720109598,1.3963361530807958e-08,0.0
Philly jawn,3.205641929796442e-05,1.2030607853204479e-05,0.2641771262187272,0.0,0.0
RekishiEJ,0.00012822567719185767,0.00023050834969321065,0.30034019271985657,0.0,1.0
Anonymous_username_129,3.205641929796442e-05,1.6365354359501706e-05,0.2605784497458462,0.0,0.0
Madalberta,0.0018592723192819363,0.002625196342768016,0.32835355413454026,2.2223399384975824e-06,0.9661222020568663
JustBerry,0.022439493508575093,0.03883743958033898,0.37356788795040513,5.976599813164516e-06,0.7375148170856325
Medialegendz,3.205641929796442e-05,7.303803917624873e-06,0.24221811760182874,0.0,0.0
Max.schons,6.411283859592884e-05,8.114133834396926e-05,0.2795178016655594,0.0,1.0
Rillke,6.411283859592884e-05,6.399418534692253e-05,0.2728015606693602,7.809993292384737e-09,0.0
Dschwen,0.0,1.94203807960505e-27,0.0,0.0,0.0
Vacallo,0.00025645135438371534,0.00039362342082960566,0.2920777007700652,1.6055689752895305e-08,0.8571428571428571
EdwardsBot,0.0,1.94203807960505e-27,0.0,0.0,0.0
Gabrielchl,3.205641929796442e-05,6.191476997604972e-06,0.23947978058326444,0.0,0.0
Travis67,0.00032056419297964416,0.000670365862997496,0.29397420827413395,0.0,1.0
Reza amper,0.0,1.94203807960505e-27,0.0,0.0,0.0
AT,0.00012822567719185767,9.098078186209612e-05,0.28126854651183064,7.169882039399517e-08,0.5
Corwin of Amber,0.008943740984132073,0.008674722468604028,0.3448242722683628,1.3099428210663987e-06,0.9676903638379619
社会我佩奇,0.0023401186087514026,0.0036427074008746063,0.3420535917304126,1.1784254912900269e-06,0.784627092846271
140.247.128.221,0.0,1.94203807960505e-27,0.0,0.0,0.0
Koxinga,0.0018272158999839718,0.0031049594372777813,0.3501248054300241,9.088561665548782e-06,0.7011278195488722
Sir James,3.205641929796442e-05,8.788019300410808e-05,0.2828782853253458,0.0,0.0
Πανεπιστήμιο,0.00022439493508575093,0.0005022620888517089,0.2985705968601037,2.3240378623380634e-08,0.9523809523809523
31.200.13.250,0.007725597050809424,0.004208009888076712,0.3221205382357348,0.0,1.0
182.68.134.149,3.205641929796442e-05,8.788019300410808e-05,0.2828782853253458,0.0,0.0
96.74.207.218,0.0007693540631511461,0.001555578433391036,0.31155064579292135,0.0,1.0
92.184.101.245,3.205641929796442e-05,8.788019300410808e-05,0.2828782853253458,0.0,0.0
Reem Al-Kashif,0.00032056419297964416,0.0007039016078786627,0.3066556406430548,5.152310091055124e-08,0.8222222222222222
125.38.13.217,9.616925789389326e-05,8.921258657975206e-05,0.28288915118949576,0.0,1.0
117.136.54.103,0.00019233851578778652,0.0002773898935643391,0.29517208316590043,6.986391118290245e-07,0.7333333333333333
125.38.13.47,0.00032056419297964416,0.0005302817338285708,0.30213089005498395,1.5761704584790162e-06,0.6444444444444445
ZxcvU,6.411283859592884e-05,0.00015334963713189382,0.30502147606166735,0.0,1.0
36.102.227.21,6.411283859592884e-05,0.00018200261819672087,0.2907860699796106,0.0,1.0
Vanjakom,3.205641929796442e-05,8.788019300410808e-05,0.2828782853253458,0.0,0.0
Elshad Iman (Elşad İman),3.205641929796442e-05,8.788019300410808e-05,0.2828782853253458,0.0,0.0
EZBELLA,3.205641929796442e-05,8.788019300410808e-05,0.2828782853253458,0.0,0.0
Samatics,0.0026286263824330824,0.003903265838560235,0.33613153198008233,4.4752691335987006e-06,0.63354411321891
Geegolly,0.0007372976438531816,0.001043022749243027,0.32734651372049084,1.6085043019508936e-06,0.7312252964426877
Jdlrobson,0.0002885077736816798,0.0005276294030934601,0.3210113270719032,4.8777464158732294e-05,0.5833333333333334
Ivi104,0.00016028209648982208,0.0003737196081302925,0.3145759261476039,0.0,1.0
SimoneD11,0.00016028209648982208,0.0002419344222415166,0.3124671267331958,1.082177187931606e-05,0.7
Mario7,0.00025645135438371534,0.00036330053229695423,0.31941485610887393,1.7719463639373964e-06,0.6071428571428571
Zenwort,6.411283859592884e-05,0.0001495219626074345,0.3057136515435286,0.0,1.0
Markussep,0.00016028209648982208,0.0002263999675796083,0.30812252419009567,5.866334247234838e-07,0.4
Bikepunk2,0.0005129027087674307,0.0009123992395975611,0.29421300482123725,4.4094518689347806e-09,0.8916666666666667
TimChen,0.0,1.94203807960505e-27,0.0,0.0,0.0
112.203.160.147,0.00032056419297964416,0.00042036795645528406,0.29478612919519687,5.991988228661968e-08,0.8444444444444444
71.127.131.150,6.411283859592884e-05,0.00013107812597061422,0.28410047316442255,0.0,1.0
112.203.160.147&offset=20130613085934&target=112.203.160.147 here,3.205641929796442e-05,2.724239848222501e-06,0.24338414149960133,0.0,0.0
Electro2007,0.0,1.94203807960505e-27,0.0,0.0,0.0
Guycn2,9.616925789389326e-05,0.0002500301186802761,0.31195975314588215,0.0,1.0
Yosri,0.0003526206122776086,0.000603332931874692,0.3011959211092894,1.5770929318539104e-06,0.6545454545454545
Дзяніс Тутэйшы,0.00019233851578778652,0.0003583002258224935,0.2957885480561056,1.7656273620007154e-08,0.7333333333333333
Tøndemageren,0.00048084628946946624,0.0004482594684554779,0.29128445085103244,2.1035450986983558e-07,0.6
Maajo25,3.205641929796442e-05,2.6313053488539922e-05,0.26412659562039964,0.0,0.0
Hanteng,0.0,1.94203807960505e-27,0.0,0.0,0.0
117.136.54.97,0.00016028209648982208,0.00012041361871607443,0.28798881093160417,0.0,1.0
Quadell,3.205641929796442e-05,5.871587123151961e-05,0.27678299254673794,0.0,0.0
Shibo77,9.616925789389326e-05,7.87297475325001e-05,0.2894337538095344,4.680484774370448e-06,0.3333333333333333
LordSuprachris,0.00884757172623818,0.010856463336344093,0.36555743141102287,6.154557730830035e-05,0.6963372859025033
Ericmetro,0.0006411283859592883,0.00090945419798879,0.3084580618628563,1.4890291363515496e-07,0.9157894736842105
2.176.214.0,0.0,1.94203807960505e-27,0.0,0.0,0.0
Abhijitsathe,0.0,1.94203807960505e-27,0.0,0.0,0.0
DrFrench,9.616925789389326e-05,0.00019662947648542496,0.3066130838637044,0.0,1.0
No Swan So Fine,0.0,1.94203807960505e-27,0.0,0.0,0.0
Magul,0.006379227440294919,0.008655687786640968,0.3538311648738159,9.93214242159432e-08,0.9732500888279783
Qgil,9.616925789389326e-05,0.00019840369152926686,0.28254547031882465,0.0,1.0
Dusti,0.0016989902227921142,0.0029619115613432052,0.3248915592766721,2.520920233952729e-06,0.7699564586357039
SchreyP,0.0002885077736816798,0.0005969379833900252,0.3016112049615826,2.1145593266739156e-10,0.9722222222222222
Y 6,3.205641929796442e-05,6.082784342667153e-05,0.2880451298782422,0.0,0.0
Drow69,3.205641929796442e-05,8.024077074831052e-05,0.28426861888591143,0.0,0.0
MichaK,0.00044878987017150186,0.000502709676272379,0.30508465453887534,2.8472363569690012e-06,0.7802197802197802
Cold Season,0.006251001763103062,0.008482418884298617,0.35352543518066454,5.113247208864228e-09,0.9941845096484272
Ws227,0.00012822567719185767,8.192747495849342e-05,0.2779809461128688,1.2933334419548992e-05,0.3333333333333333
Betoseha,6.411283859592884e-05,8.138818888420063e-05,0.27165107948963274,0.0,1.0
Geom,9.616925789389326e-05,3.452132833809784e-07,0.2159761246265891,0.00010790909677508664,0.0
3s,0.001763103061388043,0.0025247221179173474,0.32934226126631605,0.0,1.0
Emeritus,0.0036544317999679435,0.004499801258834224,0.3626056620940213,7.078276431047226e-06,0.8865083061636392
Megatron34,0.00038467703157557304,0.0005057116448466877,0.3162555015967537,5.333063044432974e-07,0.5909090909090909
Arb,0.0,1.94203807960505e-27,0.0,0.0,0.0
Arbnos,0.02481166853662446,0.01898984940280031,0.3992974336198007,0.0009673814239070527,0.1951556237485417
Нинтендо,3.205641929796442e-05,2.2846951552847074e-05,0.2627101735677861,0.0,0.0
WolfDW,0.008815515306940214,0.008473340474479694,0.35269584146753524,1.1744571114446265e-06,0.9930988719309887
Visem,0.015835871133194422,0.02975312071357494,0.36254616099261266,2.9308757880308734e-05,0.9557119511213672
185.16.139.158,0.0,1.94203807960505e-27,0.0,0.0,0.0
174.103.190.11,0.0021798365122615805,0.002561170030010785,0.32752606248500243,0.0,1.0
Atefrat,0.0,1.94203807960505e-27,0.0,0.0,0.0
Sozertsatel,0.00012822567719185767,0.00012827432345272193,0.29338864893967026,2.5250412628770713e-07,0.6666666666666666
Dudy001,9.616925789389326e-05,0.0002154799258952294,0.30640047702128487,0.0,1.0
Jirka23,0.009039910242025965,0.008724088066304503,0.3531355485822874,2.336004464487285e-06,0.9545443073117791
Meerdervoort,0.0033659240262862637,0.004112110456729051,0.3462129496842612,1.6129367464247342e-06,0.978021978021978
JurriaanH,0.0010578618368328257,0.0022910078370127576,0.3125069038748895,5.5905851400039705e-08,0.9431818181818182
Kiran Gopi,0.02250360634717102,0.03896782661089956,0.39878572635147574,1.937360780304956e-05,0.7363554710202357
204.62.118.241,0.0008014104824491104,0.001559331774260722,0.3115550390897668,5.2406006100175564e-08,0.9366666666666666
AlleinStein,0.00012822567719185767,0.00021474351615525522,0.2958558825497578,0.0,1.0
Minerv,0.00038467703157557304,0.0007774807628979007,0.3123920197532812,5.314609914082975e-08,0.8484848484848485
Trurl,6.411283859592884e-05,0.00013929672064666925,0.2950301867754191,0.0,1.0
פוילישער,9.616925789389326e-05,9.58087450142775e-05,0.2802695081509915,0.0,1.0
Rosičák,3.205641929796442e-05,7.84688772199977e-05,0.2791963706756996,0.0,0.0
Carabus,0.00012822567719185767,0.00028985110105965596,0.31937330110367035,0.0,1.0
Dcirovicbot,3.205641929796442e-05,7.84688772199977e-05,0.2791963706756996,0.0,0.0
Geoleplubo,3.205641929796442e-05,7.84688772199977e-05,0.2791963706756996,0.0,0.0
Laia lion,9.616925789389326e-05,0.0002237126952415877,0.2849101267238038,0.0,1.0
128.164.157.184,0.0,1.94203807960505e-27,0.0,0.0,0.0
Izallcom,3.205641929796442e-05,5.3771867930999116e-05,0.27353107594184706,0.0,0.0
Bjonnh,0.001987497996473794,0.002819740827370903,0.34671278634503183,8.63856221897351e-07,0.9185616076150185
Yamagami Tetsuya,3.205641929796442e-05,2.103134575559726e-05,0.26874331724141015,0.0,0.0
A2-33,6.411283859592884e-05,5.3820057297863126e-05,0.27593262891283643,0.0,1.0
84.161.158.176,3.205641929796442e-05,1.5832226956063636e-05,0.2511843654094614,0.0,0.0
Gżdacz,3.205641929796442e-05,9.943234967577856e-25,3.205641929796442e-05,0.0,0.0
Lenka64,0.00025645135438371534,0.00040371218066582326,0.30489519757466893,4.86792353007887e-08,0.7142857142857143
119.237.73.133,6.411283859592884e-05,1.7727309485568637e-07,0.21442918588697943,0.0,1.0
SC96,0.00012822567719185767,0.00010726215642223758,0.2877375216129558,0.00010790704148116478,0.3333333333333333
103.208.152.34,6.411283859592884e-05,1.7727309485568637e-07,0.21442918588697943,0.0,1.0
83.10.40.79,6.411283859592884e-05,3.822513552086621e-23,6.411283859592884e-05,0.0,1.0
83.22.75.31,6.411283859592884e-05,3.822513552086621e-23,6.411283859592884e-05,0.0,1.0
83.5.208.215,6.411283859592884e-05,3.822513552086621e-23,6.411283859592884e-05,0.0,1.0
31.220.110.89,0.0,1.94203807960505e-27,0.0,0.0,0.0
EileenSanda,0.0006090719666613239,0.0007239670511003773,0.3031007860432526,3.0174527799999135e-07,0.6842105263157895
